NA_1555 	 objective
NA_838 	 negative
NA_T15112393 	 neutral
NA_8207 	 objective
NA_T15113429 	 objective
NA_264 	 positive
NA_3929 	 negative
NA_5283 	 positive
NA_T15113846 	 neutral
NA_1369 	 objective
NA_1956 	 negative
NA_266 	 positive
NA_T15112982 	 positive
NA_3987 	 positive
NA_204 	 objective
NA_1964 	 objective
NA_1671 	 positive
NA_T15111714 	 positive
NA_2807 	 positive
NA_2835 	 positive
NA_2795 	 objective
NA_7543 	 positive
NA_T15114872 	 neutral
NA_2974 	 positive
NA_8375 	 positive
NA_2581 	 positive
NA_5873 	 neutral
NA_901 	 positive
NA_8983 	 positive
NA_4359 	 negative
NA_T15113638 	 objective
NA_8858 	 positive
NA_T15111147 	 positive
NA_1103 	 objective
NA_T15115493 	 positive
NA_7664 	 objective
NA_577 	 positive
NA_T15111376 	 positive
NA_T15112580 	 negative
NA_1202 	 neutral
NA_8054 	 objective
NA_2366 	 positive
NA_1193 	 positive
NA_161 	 objective
NA_6268 	 positive
NA_3154 	 positive
NA_8041 	 positive
NA_7277 	 positive
NA_3363 	 neutral
NA_8035 	 positive
NA_319 	 objective
NA_T15115449 	 positive
NA_6133 	 neutral
NA_7271 	 objective
NA_4315 	 negative
NA_T15113395 	 neutral
NA_1743 	 objective
NA_4189 	 neutral
NA_1106 	 negative
NA_1048 	 negative
NA_4569 	 neutral
NA_T15111361 	 positive
NA_4679 	 objective
NA_1171 	 objective
NA_1498 	 positive
NA_6818 	 positive
NA_295 	 neutral
NA_1285 	 neutral
NA_2384 	 positive
NA_1121 	 positive
NA_4247 	 negative
NA_5175 	 positive
NA_6583 	 positive
NA_T15111122 	 positive
NA_T15112289 	 positive
NA_7768 	 objective
NA_5162 	 negative
NA_8250 	 positive
NA_2624 	 negative
NA_302 	 neutral
NA_2398 	 positive
NA_5268 	 negative
NA_8200 	 neutral
NA_4240 	 neutral
NA_7822 	 negative
NA_3870 	 neutral
NA_7723 	 objective
NA_T15113401 	 objective
NA_6756 	 negative
NA_4038 	 objective
NA_6186 	 negative
NA_T15112274 	 negative
NA_682 	 objective
NA_7394 	 positive
NA_T15114137 	 negative
NA_2780 	 negative
NA_3781 	 neutral
NA_T15113584 	 objective
NA_6059 	 objective
NA_90 	 neutral
NA_763 	 objective
NA_1963 	 positive
NA_T15111477 	 positive
NA_7908 	 neutral
NA_3677 	 objective
NA_4907 	 neutral
NA_T15112594 	 objective
NA_7127 	 positive
NA_2939 	 negative
NA_7205 	 positive
NA_1705 	 positive
NA_4957 	 neutral
NA_1767 	 objective
NA_201 	 objective
NA_6084 	 objective
NA_7028 	 objective
NA_458 	 positive
NA_5386 	 positive
NA_1692 	 neutral
NA_2680 	 positive
NA_5966 	 positive
NA_6178 	 objective
NA_1549 	 positive
NA_2796 	 negative
NA_T15115293 	 positive
NA_T15112668 	 negative
NA_343 	 neutral
NA_1499 	 objective
NA_305 	 positive
NA_3012 	 objective
NA_1685 	 neutral
NA_3737 	 objective
NA_5182 	 positive
NA_3676 	 neutral
NA_2360 	 positive
NA_3397 	 negative
NA_1718 	 positive
NA_2746 	 positive
NA_514 	 positive
NA_2085 	 positive
NA_8461 	 positive
NA_T15113349 	 positive
NA_T15111234 	 objective
NA_2321 	 neutral
NA_T15115501 	 objective
NA_1723 	 objective
NA_4803 	 positive
NA_1396 	 negative
NA_5149 	 negative
NA_T15115752 	 neutral
NA_T15112858 	 negative
NA_T15114025 	 positive
NA_4581 	 objective
NA_5281 	 objective
NA_488 	 objective
NA_8296 	 neutral
NA_4808 	 positive
NA_3091 	 objective
NA_6193 	 positive
NA_6711 	 objective
NA_7515 	 neutral
NA_T15114745 	 positive
NA_6426 	 positive
NA_8434 	 negative
NA_T15113428 	 objective
NA_7174 	 positive
NA_3167 	 objective
NA_6043 	 neutral
NA_236 	 positive
NA_5088 	 positive
NA_8318 	 objective
NA_3554 	 objective
NA_T15112019 	 neutral
NA_6542 	 positive
NA_T15112686 	 objective
NA_1470 	 negative
NA_6 	 objective
NA_3431 	 positive
NA_932 	 positive
NA_6559 	 positive
NA_8166 	 objective
NA_3354 	 negative
NA_2978 	 objective
NA_1313 	 negative
NA_2039 	 negative
NA_5157 	 negative
NA_2991 	 objective
NA_8402 	 objective
NA_723 	 negative
NA_T15115794 	 objective
NA_T15112298 	 positive
NA_6001 	 positive
NA_4338 	 positive
NA_6606 	 neutral
NA_4020 	 positive
NA_8158 	 positive
NA_6868 	 objective
NA_5343 	 negative
NA_3954 	 negative
NA_4874 	 objective
NA_6745 	 positive
NA_2328 	 positive
NA_1439 	 objective
NA_5477 	 neutral
NA_1696 	 positive
NA_85 	 positive
NA_8466 	 negative
NA_5168 	 negative
NA_7703 	 objective
NA_T15115874 	 objective
NA_8160 	 positive
NA_T15114888 	 objective
NA_7435 	 positive
NA_7377 	 objective
NA_T15112818 	 positive
NA_345 	 objective
NA_3210 	 positive
NA_1910 	 neutral
NA_8904 	 neutral
NA_T15115233 	 positive
NA_1748 	 positive
NA_1784 	 positive
NA_2277 	 neutral
NA_3678 	 negative
NA_T15115765 	 objective
NA_1506 	 negative
NA_3324 	 objective
NA_4773 	 positive
NA_4549 	 positive
NA_T15115186 	 positive
NA_7973 	 negative
NA_5728 	 positive
NA_1278 	 positive
NA_2645 	 objective
NA_713 	 positive
NA_T15112897 	 objective
NA_573 	 objective
NA_7709 	 positive
NA_974 	 neutral
NA_T15113994 	 negative
NA_1324 	 positive
NA_T15112758 	 objective
NA_5053 	 objective
NA_7809 	 positive
NA_3534 	 objective
NA_T15113393 	 positive
NA_2486 	 positive
NA_7333 	 objective
NA_4053 	 negative
NA_5716 	 objective
NA_4064 	 positive
NA_626 	 negative
NA_7769 	 objective
NA_4763 	 objective
NA_T15115425 	 objective
NA_T15115044 	 positive
NA_5613 	 neutral
NA_T15113947 	 positive
NA_T15115937 	 neutral
NA_5461 	 positive
NA_7248 	 objective
NA_2271 	 objective
NA_8696 	 objective
NA_T15112300 	 objective
NA_2772 	 neutral
NA_7524 	 objective
NA_3821 	 positive
NA_475 	 neutral
NA_2931 	 neutral
NA_4854 	 positive
NA_4754 	 objective
NA_2756 	 positive
NA_589 	 negative
NA_3287 	 objective
NA_5078 	 positive
NA_6503 	 negative
NA_6805 	 negative
NA_8624 	 positive
NA_3897 	 positive
NA_5353 	 positive
NA_4916 	 positive
NA_T15115916 	 positive
NA_1222 	 negative
NA_T15116508 	 neutral
NA_5889 	 objective
NA_T15114843 	 positive
NA_3528 	 negative
NA_6849 	 positive
NA_4132 	 objective
NA_5959 	 neutral
NA_5476 	 objective
NA_4395 	 objective
NA_T15114341 	 objective
NA_4432 	 negative
NA_3938 	 neutral
NA_3307 	 positive
NA_4631 	 negative
NA_954 	 objective
NA_3652 	 positive
NA_5906 	 positive
NA_8946 	 neutral
NA_6828 	 positive
NA_5882 	 positive
NA_8136 	 positive
NA_T15113115 	 objective
NA_4621 	 objective
NA_T15116721 	 positive
NA_5291 	 neutral
NA_7876 	 neutral
NA_2783 	 negative
NA_6442 	 positive
NA_T15113045 	 positive
NA_T15112615 	 neutral
NA_T15114639 	 positive
NA_T15114416 	 negative
NA_2468 	 positive
NA_3069 	 objective
NA_1480 	 objective
NA_6153 	 positive
NA_5014 	 positive
NA_4386 	 objective
NA_3445 	 neutral
NA_6816 	 neutral
NA_2353 	 objective
NA_5302 	 positive
NA_5215 	 positive
NA_572 	 objective
NA_T15114664 	 objective
NA_T15115151 	 objective
NA_290 	 positive
NA_8642 	 positive
NA_6466 	 positive
NA_5982 	 objective
NA_2798 	 objective
NA_T15114064 	 objective
NA_T15115539 	 objective
NA_5127 	 positive
NA_3881 	 neutral
NA_T15112971 	 neutral
NA_5148 	 objective
NA_4570 	 negative
NA_5790 	 positive
NA_7213 	 positive
NA_T15116556 	 neutral
NA_1530 	 objective
NA_6297 	 negative
NA_8571 	 positive
NA_7949 	 objective
NA_1571 	 positive
NA_3616 	 positive
NA_T15114125 	 neutral
NA_6846 	 objective
NA_T15114631 	 objective
NA_486 	 objective
NA_1529 	 positive
NA_T15113746 	 objective
NA_574 	 negative
NA_607 	 neutral
NA_2622 	 objective
NA_1849 	 neutral
NA_6435 	 positive
NA_1125 	 positive
NA_8905 	 objective
NA_T15114439 	 positive
NA_2906 	 objective
NA_2091 	 negative
NA_2953 	 negative
NA_4423 	 neutral
NA_5457 	 neutral
NA_T15115463 	 negative
NA_7779 	 neutral
NA_5808 	 neutral
NA_6732 	 positive
NA_393 	 objective
NA_T15116192 	 objective
NA_3755 	 objective
NA_596 	 objective
NA_4336 	 negative
NA_8365 	 objective
NA_667 	 negative
NA_694 	 positive
NA_3126 	 positive
NA_681 	 objective
NA_5071 	 neutral
NA_T15114975 	 neutral
NA_2495 	 objective
NA_2259 	 objective
NA_7627 	 negative
NA_5004 	 negative
NA_2692 	 objective
NA_2650 	 objective
NA_4090 	 positive
NA_1638 	 objective
NA_960 	 objective
NA_6316 	 neutral
NA_3233 	 neutral
NA_5233 	 positive
NA_4948 	 positive
NA_T15116660 	 objective
NA_T15113974 	 positive
NA_5151 	 objective
NA_483 	 objective
NA_3847 	 negative
NA_T15114732 	 neutral
NA_7354 	 positive
NA_T15114677 	 positive
NA_T15112186 	 objective
NA_3252 	 neutral
NA_2163 	 negative
NA_T15111591 	 positive
NA_T15115456 	 negative
NA_1613 	 positive
NA_396 	 objective
NA_326 	 positive
NA_T15111117 	 positive
NA_5800 	 objective
NA_2997 	 positive
NA_T15111525 	 neutral
NA_6326 	 objective
NA_8549 	 negative
NA_6592 	 positive
NA_2166 	 positive
NA_T15115321 	 positive
NA_2423 	 negative
NA_8063 	 objective
NA_T15112217 	 neutral
NA_T15111980 	 negative
NA_7438 	 negative
NA_7252 	 negative
NA_7460 	 positive
NA_5705 	 objective
NA_T15113858 	 objective
NA_5636 	 objective
NA_T15113673 	 positive
NA_5936 	 neutral
NA_1919 	 positive
NA_4003 	 positive
NA_5572 	 positive
NA_5282 	 positive
NA_5407 	 neutral
NA_2555 	 negative
NA_1024 	 objective
NA_1461 	 objective
NA_6622 	 positive
NA_T15116324 	 neutral
NA_2876 	 negative
NA_6002 	 neutral
NA_4511 	 objective
NA_T15112409 	 objective
NA_1399 	 negative
NA_26 	 objective
NA_7151 	 positive
NA_T15116338 	 neutral
NA_T15116046 	 positive
NA_T15115183 	 positive
NA_3302 	 objective
NA_4693 	 objective
NA_T15111810 	 neutral
NA_T15115263 	 neutral
NA_8829 	 positive
NA_T15115823 	 objective
NA_T15111979 	 positive
NA_6786 	 objective
NA_T15113608 	 neutral
NA_1939 	 neutral
NA_T15113330 	 negative
NA_1770 	 negative
NA_4405 	 objective
NA_T15114777 	 negative
NA_T15113036 	 neutral
NA_3147 	 positive
NA_3809 	 negative
NA_6624 	 neutral
NA_T15114046 	 objective
NA_T15111272 	 positive
NA_6748 	 positive
NA_5105 	 positive
NA_T15111686 	 positive
NA_1377 	 objective
NA_3254 	 objective
NA_7247 	 negative
NA_2178 	 objective
NA_5780 	 positive
NA_4349 	 positive
NA_T15113366 	 neutral
NA_829 	 negative
NA_7181 	 positive
NA_7426 	 objective
NA_3574 	 positive
NA_6086 	 positive
NA_364 	 objective
NA_2363 	 objective
NA_4145 	 objective
NA_444 	 positive
NA_1189 	 positive
NA_1502 	 neutral
NA_5362 	 objective
NA_2439 	 objective
NA_3124 	 negative
NA_7840 	 positive
NA_T15112391 	 positive
NA_3436 	 objective
NA_T15114869 	 neutral
NA_392 	 neutral
NA_T15116258 	 negative
NA_124 	 positive
NA_T15115051 	 positive
NA_T15116525 	 neutral
NA_8944 	 objective
NA_T15114933 	 positive
NA_4126 	 positive
NA_1365 	 positive
NA_T15114253 	 neutral
NA_8037 	 neutral
NA_5871 	 objective
NA_3270 	 positive
NA_7660 	 positive
NA_1683 	 negative
NA_T15115336 	 objective
NA_T15112891 	 positive
NA_4776 	 objective
NA_T15113245 	 positive
NA_4490 	 objective
NA_6183 	 neutral
NA_T15112990 	 objective
NA_T15115446 	 neutral
NA_1293 	 positive
NA_1011 	 positive
NA_531 	 neutral
NA_1198 	 neutral
NA_299 	 positive
NA_1896 	 negative
NA_5432 	 positive
NA_4457 	 positive
NA_321 	 objective
NA_T15112233 	 negative
NA_8765 	 objective
NA_T15114857 	 neutral
NA_4689 	 neutral
NA_4107 	 neutral
NA_5961 	 negative
NA_5509 	 neutral
NA_5985 	 objective
NA_4320 	 objective
NA_T15111990 	 positive
NA_T15116460 	 positive
NA_T15112632 	 positive
NA_2297 	 positive
NA_4487 	 negative
NA_8920 	 objective
NA_T15112077 	 positive
NA_2929 	 objective
NA_1373 	 objective
NA_6788 	 negative
NA_7356 	 positive
NA_T15115244 	 negative
NA_T15114427 	 positive
NA_1404 	 objective
NA_T15113701 	 objective
NA_6515 	 objective
NA_T15112177 	 neutral
NA_1344 	 neutral
NA_T15111402 	 positive
NA_T15115127 	 positive
NA_T15112780 	 neutral
NA_1646 	 negative
NA_1339 	 neutral
NA_7270 	 neutral
NA_4873 	 objective
NA_7617 	 negative
NA_6891 	 positive
NA_5836 	 neutral
NA_2605 	 positive
NA_11 	 positive
NA_5930 	 positive
NA_7002 	 negative
NA_8916 	 objective
NA_5074 	 objective
NA_2892 	 positive
NA_2959 	 positive
NA_5433 	 positive
NA_6840 	 positive
NA_1260 	 positive
NA_4198 	 neutral
NA_T15113521 	 negative
NA_T15113431 	 objective
NA_T15115825 	 objective
NA_8220 	 neutral
NA_968 	 positive
NA_3745 	 negative
NA_7803 	 negative
NA_1680 	 negative
NA_4951 	 positive
NA_376 	 objective
NA_7133 	 objective
NA_3102 	 objective
NA_4691 	 neutral
NA_5208 	 neutral
NA_T15112841 	 negative
NA_1865 	 neutral
NA_4104 	 neutral
NA_5385 	 positive
NA_T15111870 	 objective
NA_T15111855 	 negative
NA_4136 	 neutral
NA_7563 	 neutral
NA_5235 	 negative
NA_4188 	 positive
NA_T15111409 	 positive
NA_4502 	 positive
NA_T15114667 	 objective
NA_T15116500 	 objective
NA_1422 	 negative
NA_2043 	 positive
NA_4382 	 positive
NA_3501 	 objective
NA_1916 	 objective
NA_4664 	 objective
NA_3655 	 positive
NA_7322 	 positive
NA_5731 	 positive
NA_6802 	 negative
NA_2502 	 positive
NA_7059 	 positive
NA_6566 	 positive
NA_T15112784 	 positive
NA_T15111757 	 neutral
NA_4137 	 negative
NA_5764 	 negative
NA_7576 	 objective
NA_1987 	 objective
NA_2432 	 objective
NA_1351 	 objective
NA_8665 	 negative
NA_3943 	 negative
NA_8378 	 positive
NA_4800 	 neutral
NA_4977 	 objective
NA_T15111221 	 negative
NA_T15111605 	 objective
NA_80 	 objective
NA_3804 	 objective
NA_2715 	 negative
NA_7453 	 positive
NA_4768 	 positive
NA_2124 	 negative
NA_2832 	 neutral
NA_T15112719 	 positive
NA_2246 	 positive
NA_1887 	 objective
NA_4777 	 neutral
NA_8577 	 positive
NA_4579 	 positive
NA_6035 	 positive
NA_8017 	 positive
NA_7015 	 objective
NA_2884 	 objective
NA_4169 	 positive
NA_5409 	 objective
NA_T15111562 	 objective
NA_2841 	 positive
NA_6047 	 positive
NA_8424 	 neutral
NA_5842 	 positive
NA_2936 	 neutral
NA_1925 	 objective
NA_6904 	 positive
NA_4684 	 negative
NA_T15114981 	 neutral
NA_3645 	 positive
NA_T15114650 	 positive
NA_7775 	 negative
NA_7090 	 negative
NA_6941 	 positive
NA_2741 	 positive
NA_846 	 positive
NA_T15115381 	 neutral
NA_730 	 positive
NA_8106 	 negative
NA_T15111363 	 positive
NA_5326 	 objective
NA_3806 	 objective
NA_6695 	 objective
NA_1618 	 objective
NA_3800 	 objective
NA_2558 	 positive
NA_T15115283 	 positive
NA_1547 	 positive
NA_T15115673 	 negative
NA_1760 	 positive
NA_T15116270 	 neutral
NA_T15116339 	 positive
NA_4006 	 negative
NA_T15115178 	 objective
NA_7134 	 negative
NA_8013 	 positive
NA_7041 	 neutral
NA_8225 	 positive
NA_925 	 negative
NA_1542 	 negative
NA_3738 	 objective
NA_1802 	 positive
NA_7994 	 neutral
NA_2046 	 objective
NA_7003 	 neutral
NA_T15113167 	 objective
NA_1058 	 objective
NA_T15112950 	 positive
NA_6972 	 positive
NA_T15111359 	 neutral
NA_1717 	 negative
NA_3088 	 negative
NA_1268 	 neutral
NA_8379 	 objective
NA_T15116678 	 positive
NA_T15111483 	 neutral
NA_2456 	 positive
NA_4791 	 neutral
NA_6758 	 objective
NA_7764 	 objective
NA_3160 	 neutral
NA_8165 	 objective
NA_T15111864 	 positive
NA_6804 	 positive
NA_4442 	 objective
NA_7845 	 positive
NA_2470 	 positive
NA_6973 	 positive
NA_T15116283 	 neutral
NA_3440 	 objective
NA_3067 	 positive
NA_6135 	 positive
NA_8616 	 positive
NA_994 	 positive
NA_1341 	 positive
NA_8076 	 negative
NA_562 	 positive
NA_6692 	 neutral
NA_2144 	 objective
NA_7492 	 positive
NA_T15115275 	 neutral
NA_3444 	 negative
NA_T15113063 	 objective
NA_4585 	 negative
NA_T15113139 	 objective
NA_4428 	 objective
NA_3927 	 objective
NA_4899 	 negative
NA_T15113525 	 neutral
NA_1653 	 neutral
NA_354 	 objective
NA_3542 	 negative
NA_2283 	 positive
NA_4076 	 neutral
NA_5365 	 objective
NA_T15114070 	 positive
NA_1159 	 objective
NA_7201 	 objective
NA_1585 	 negative
NA_6303 	 positive
NA_3683 	 neutral
NA_T15111521 	 positive
NA_6864 	 objective
NA_6030 	 objective
NA_T15114666 	 positive
NA_T15114186 	 objective
NA_4187 	 positive
NA_1716 	 negative
NA_4307 	 positive
NA_3355 	 positive
NA_T15115911 	 neutral
NA_4078 	 objective
NA_3828 	 objective
NA_5650 	 neutral
NA_8469 	 objective
NA_5153 	 negative
NA_6381 	 positive
NA_6257 	 positive
NA_3730 	 objective
NA_4718 	 negative
NA_1327 	 negative
NA_6369 	 neutral
NA_113 	 positive
NA_1485 	 positive
NA_1238 	 positive
NA_4658 	 objective
NA_4293 	 objective
NA_220 	 objective
NA_7816 	 objective
NA_5853 	 neutral
NA_5733 	 objective
NA_3269 	 positive
NA_210 	 neutral
NA_2268 	 negative
NA_8539 	 positive
NA_6336 	 objective
NA_T15115832 	 neutral
NA_6855 	 objective
NA_2566 	 positive
NA_5689 	 positive
NA_3727 	 objective
NA_6364 	 positive
NA_5098 	 neutral
NA_8127 	 neutral
NA_3550 	 objective
NA_T15111543 	 positive
NA_3090 	 negative
NA_3403 	 negative
NA_4740 	 negative
NA_2854 	 positive
NA_502 	 neutral
NA_2933 	 positive
NA_T15113779 	 objective
NA_4674 	 negative
NA_6753 	 negative
NA_7799 	 negative
NA_726 	 negative
NA_7824 	 objective
NA_5723 	 objective
NA_753 	 positive
NA_T15113388 	 positive
NA_1142 	 negative
NA_7613 	 positive
NA_524 	 positive
NA_775 	 objective
NA_2917 	 positive
NA_4416 	 positive
NA_1204 	 neutral
NA_6965 	 positive
NA_T15114823 	 positive
NA_159 	 positive
NA_T15113569 	 objective
NA_3240 	 positive
NA_5511 	 neutral
NA_2027 	 neutral
NA_2640 	 neutral
NA_1519 	 neutral
NA_6762 	 positive
NA_6682 	 neutral
NA_8433 	 objective
NA_1102 	 objective
NA_184 	 positive
NA_1348 	 positive
NA_7185 	 objective
NA_6523 	 positive
NA_5069 	 negative
NA_230 	 objective
NA_4586 	 negative
NA_2357 	 positive
NA_T15111889 	 objective
NA_T15114856 	 objective
NA_5554 	 objective
NA_4004 	 neutral
NA_3365 	 positive
NA_T15115302 	 positive
NA_397 	 positive
NA_1018 	 objective
NA_T15116307 	 objective
NA_1805 	 positive
NA_5946 	 positive
NA_5308 	 objective
NA_T15114315 	 positive
NA_6782 	 positive
NA_5023 	 positive
NA_8333 	 positive
NA_T15113774 	 objective
NA_3412 	 negative
NA_2687 	 neutral
NA_T15114601 	 objective
NA_874 	 negative
NA_2911 	 positive
NA_3083 	 objective
NA_T15115331 	 neutral
NA_2372 	 positive
NA_5952 	 negative
NA_T15116451 	 neutral
NA_1027 	 positive
NA_1546 	 neutral
NA_5924 	 positive
NA_41 	 positive
NA_702 	 neutral
NA_8196 	 negative
NA_4072 	 positive
NA_8184 	 objective
NA_8319 	 neutral
NA_306 	 positive
NA_8582 	 objective
NA_7512 	 positive
NA_3346 	 neutral
NA_5223 	 negative
NA_8690 	 neutral
NA_T15115224 	 neutral
NA_2962 	 negative
NA_T15113896 	 positive
NA_T15113226 	 objective
NA_T15115018 	 neutral
NA_4075 	 neutral
NA_3482 	 positive
NA_3672 	 objective
NA_216 	 neutral
NA_7268 	 positive
NA_7744 	 positive
NA_T15112596 	 objective
NA_T15115584 	 positive
NA_1888 	 objective
NA_1294 	 positive
NA_T15112450 	 positive
NA_1256 	 negative
NA_871 	 objective
NA_3740 	 neutral
NA_5267 	 positive
NA_T15113671 	 positive
NA_T15111178 	 positive
NA_7893 	 positive
NA_T15115152 	 positive
NA_452 	 objective
NA_3282 	 positive
NA_T15115076 	 positive
NA_737 	 negative
NA_5941 	 neutral
NA_6190 	 positive
NA_7856 	 negative
NA_1905 	 positive
NA_579 	 neutral
NA_8459 	 positive
NA_6166 	 objective
NA_T15115237 	 neutral
NA_T15115297 	 objective
NA_T15115106 	 neutral
NA_7593 	 positive
NA_3584 	 objective
NA_4097 	 positive
NA_2586 	 negative
NA_7680 	 neutral
NA_8689 	 negative
NA_4029 	 positive
NA_6269 	 objective
NA_5443 	 positive
NA_3715 	 negative
NA_8256 	 positive
NA_7332 	 negative
NA_4138 	 objective
NA_7378 	 positive
NA_3805 	 positive
NA_2448 	 objective
NA_2513 	 objective
NA_T15115836 	 positive
NA_T15114248 	 objective
NA_T15115534 	 neutral
NA_3504 	 neutral
NA_2171 	 negative
NA_T15116144 	 positive
NA_1810 	 neutral
NA_8146 	 neutral
NA_2133 	 positive
NA_2397 	 objective
NA_8774 	 positive
NA_2306 	 negative
NA_T15115992 	 objective
NA_8670 	 positive
NA_2996 	 positive
NA_T15116093 	 neutral
NA_5289 	 neutral
NA_6926 	 positive
NA_8468 	 positive
NA_T15111819 	 neutral
NA_4983 	 positive
NA_5183 	 positive
NA_T15116100 	 negative
NA_151 	 neutral
NA_370 	 neutral
NA_5877 	 neutral
NA_T15111752 	 positive
NA_3719 	 negative
NA_8357 	 objective
NA_T15111675 	 positive
NA_T15113156 	 objective
NA_6007 	 neutral
NA_1774 	 negative
NA_T15114892 	 objective
NA_3915 	 positive
NA_6531 	 objective
NA_T15115422 	 positive
NA_5181 	 positive
NA_T15116617 	 objective
NA_2436 	 positive
NA_2896 	 neutral
NA_1709 	 neutral
NA_5745 	 negative
NA_T15115559 	 positive
NA_3790 	 negative
NA_1615 	 objective
NA_1345 	 positive
NA_3990 	 positive
NA_3552 	 positive
NA_8043 	 objective
NA_1221 	 positive
NA_1419 	 positive
NA_8839 	 positive
NA_5732 	 positive
NA_1823 	 positive
NA_3746 	 neutral
NA_T15113965 	 positive
NA_2049 	 objective
NA_6307 	 negative
NA_6722 	 neutral
NA_217 	 negative
NA_7352 	 positive
NA_6013 	 neutral
NA_7441 	 negative
NA_2540 	 positive
NA_2925 	 positive
NA_3748 	 positive
NA_6044 	 negative
NA_162 	 positive
NA_648 	 positive
NA_8066 	 positive
NA_1259 	 positive
NA_T15114850 	 objective
NA_569 	 objective
NA_369 	 objective
NA_7468 	 negative
NA_T15111793 	 neutral
NA_1520 	 positive
NA_T15114401 	 positive
NA_5001 	 negative
NA_T15112477 	 positive
